------ Microcontroller Engine Governor ------- Microcontroller Engine Governor - Version: 1.16 ------
-------------------------------------------------------------
PID Gains:        Kp: 0.020000   Ki: 0.000000   Kd: 8.000000
-------------------------------------------------------------
Set RPM:             3600    |  Min RPM:                300
                             |
RPM Precision        2       |  PID I Precision:         202
                             |
Start Steps:         850     |  Max Steps:               1200
                             |
RPM Calc Interval:   1       |  Num Magnets:             1
                             |
LCD Update Interval: 400     |  Serial Update Interval:  50
-------------------------------------------------------------

Time,RPM,Steps Remaining, PID p, PID i, PID d, RPM Change
17629,3585.09,0,0,0,0,17.22
17679,3618.82,0,0,0,0,-21.70
17729,3605.77,0,0,0,0,23.56
17779,3629.32,0,0,0,0,-32.20
17829,3619.69,0,0,0,0,35.28
17879,3644.31,0,0,0,0,-28.11
17929,3590.23,0,0,0,0,34.70
17979,3572.28,0,0,0,0,-16.93
18029,3573.13,0,0,0,0,17.96
18079,3602.31,0,0,0,0,-19.79
18129,3569.73,0,0,0,0,31.71
18179,3610.98,0,0,0,0,-32.73
18229,3591.95,0,0,0,0,-0.86
18279,3754.69,0,-3,0,0,-24.28
18329,3849.11,-48,-4,0,-59,-119.63
18379,3687.32,0,-1,0,0,91.02
18429,3615.33,0,0,0,0,23.68
18479,3683.69,0,-1,0,0,-44.68
18529,3673.77,0,-1,0,0,29.93
18579,3733.20,0,-2,0,0,-29.50
18629,3693.67,0,-1,0,0,30.26
18679,3683.69,0,-1,0,0,-34.95
18729,3658.54,0,-1,0,0,17.03
18779,3654.08,0,-1,0,0,-5.33
18829,3629.32,0,0,0,0,25.65
18879,3616.20,0,0,0,0,13.12
18929,3573.98,0,0,0,0,16.25
18979,3610.98,0,0,0,0,-36.14
19030,3544.42,0,1,0,0,18.52
19080,3601.44,0,0,0,0,28.88
19130,3587.66,0,0,0,0,21.58
19180,3582.52,0,0,0,0,4.28
19230,3578.24,0,0,0,0,31.86
19280,3620.56,0,0,0,0,-33.76
19330,3546.10,0,1,0,0,26.18
19380,3583.37,0,0,0,0,-28.03
19430,3563.79,0,0,0,0,17.87
19480,3630.20,0,0,0,0,-51.96
19530,3553.66,0,0,0,0,23.73
19580,3599.71,0,0,0,0,24.93
19630,3595.40,0,0,0,0,25.17
19680,3629.32,0,0,0,0,-45.95
19730,3605.77,0,0,0,0,32.36
19780,3610.98,0,0,0,0,-24.18
19830,3605.77,0,0,0,0,15.67
19880,3654.08,0,-1,0,0,-34.39
19930,3639.01,0,0,0,0,24.89
19980,3583.37,0,0,0,0,76.06
20030,3570.58,0,0,0,0,30.86
20080,3602.31,0,0,0,0,-30.03
20130,3576.54,0,0,0,0,34.44
20180,3592.81,0,0,0,0,-37.47
20230,3587.66,0,0,0,0,31.16
20280,3620.56,0,0,0,0,-38.05
20330,3604.90,0,0,0,0,29.70
20380,3654.08,0,-1,0,0,-24.76
20430,3628.45,0,0,0,0,25.63
20480,3619.69,0,0,0,0,-32.03
20530,3605.77,0,0,0,0,28.83
20580,3597.12,0,0,0,0,21.70
20630,3573.13,0,0,0,0,17.96
20680,3610.98,0,0,0,0,-23.32
20730,3544.42,0,1,0,0,20.22
20780,3591.95,0,0,0,0,-34.92
20830,3577.39,0,0,0,0,24.91
20880,3553.66,0,0,0,0,22.88
20930,3574.83,0,0,0,0,-38.77
20980,3555.34,0,0,0,0,229.67
21030,3553.66,0,0,0,0,144.56
21080,3564.64,0,0,0,0,18.73
21130,3564.64,0,0,0,0,-10.14
21180,3567.18,0,0,0,0,18.76
21230,3610.11,0,0,0,0,-27.59
21280,3555.34,0,0,0,0,8.45
21330,3610.11,0,0,0,0,-36.13
21380,3596.26,0,0,0,0,33.94
21430,3620.56,0,0,0,0,-32.91
21480,3616.20,0,0,0,0,20.16
21530,3645.20,0,0,0,0,-15.00
21580,3620.56,0,0,0,0,23.75
21630,3663.90,0,-1,0,0,-24.89
21680,3630.20,0,0,0,0,23.88
21730,3654.97,0,-1,0,0,-30.03
21780,3606.64,0,0,0,0,19.18
21830,3654.08,0,-1,0,0,-39.62
21880,3629.32,0,0,0,0,38.16
21931,3625.82,0,0,0,0,-7.00
21981,3599.71,0,0,0,0,-9.56
22031,3634.60,0,0,0,0,13.26
22081,3620.56,0,0,0,0,129.44
22131,3558.72,0,0,0,0,267.81
22181,3559.56,0,0,0,0,243.68
22231,3596.26,0,0,0,0,141.59
22281,3577.39,0,0,0,0,24.05
22331,3610.98,0,0,0,0,-28.46
22381,3591.09,0,0,0,0,24.23
22431,3609.24,0,0,0,0,-39.51
22481,3567.18,0,0,0,0,35.12
22531,3592.81,0,0,0,0,-30.72
22581,3563.79,0,0,0,0,28.16
22631,3585.94,0,0,0,0,-40.68
22681,3535.23,0,1,0,0,18.43
22731,3567.18,0,0,0,0,-22.76
22781,3566.33,0,0,0,0,10.20
22831,3573.98,0,0,0,0,-11.04
22881,3553.66,0,0,0,0,14.37
22931,3573.13,0,0,0,0,-19.47
22981,3554.50,0,0,0,0,18.63
23031,3582.52,0,0,0,0,-28.86
23081,3564.64,0,0,0,0,17.88
23131,3600.58,0,0,0,0,6.82
23181,3573.98,0,0,0,0,27.46
23231,3630.20,0,0,0,0,-33.08
23281,3581.66,0,0,0,0,5.14
23331,3601.44,0,0,0,0,18.07
23382,3583.37,0,0,0,0,16.34
23432,3563.79,0,0,0,0,4.24
23482,3553.66,0,0,0,0,39.15
23532,3565.49,0,0,0,0,-45.19
23582,3548.62,0,1,0,0,27.07
23632,3567.18,0,0,0,0,-36.11
23682,3555.34,0,0,0,0,21.19
23732,3573.13,0,0,0,0,17.10
23782,3733.20,0,-2,0,0,-0.93
23832,3557.87,0,0,0,0,281.39
23882,3557.87,0,0,0,0,323.11
23932,3557.03,0,0,0,0,371.73
23982,3557.87,0,0,0,0,337.22
24032,3541.08,0,1,0,0,59.50
24082,3601.44,0,0,0,0,12.75
24132,3587.66,0,0,0,0,28.54
24182,3620.56,0,0,0,0,-28.61
24232,3553.66,0,0,0,0,28.86
24282,3572.28,0,0,0,0,-8.49
24332,3564.64,0,0,0,0,17.02
24382,3562.10,0,0,0,0,14.44
24432,3536.90,0,1,0,0,37.93
24482,3557.87,0,0,0,0,-28.46
24532,3529.41,0,1,0,0,20.04
24582,3537.74,0,1,0,0,-42.86
24632,3512.06,0,1,0,0,9.90
24682,3557.87,0,0,0,0,-46.64
24732,3526.09,0,1,0,0,32.63
24782,3596.26,0,0,0,0,-51.00
24832,3576.54,0,0,0,0,34.44
24882,3609.24,0,0,0,0,-26.72
24932,3586.80,0,0,0,0,24.18
24982,3609.24,0,0,0,0,-21.58
25032,3596.26,0,0,0,0,24.30
25082,3625.82,0,0,0,0,-19.18
25132,3630.20,0,0,0,0,23.88
25182,3663.90,0,-1,0,0,-24.89
25232,3639.01,0,0,0,0,34.76
25282,3634.60,0,0,0,0,-28.83
25332,3629.32,0,0,0,0,22.98
25382,3591.09,0,0,0,0,-3.44
25432,3597.12,0,0,0,0,23.44
25482,3633.72,0,0,0,0,-27.08
25532,3620.56,0,0,0,0,32.63
25582,3624.94,0,0,0,0,-5.25
25632,3586.80,0,0,0,0,18.97
25682,3602.31,0,0,0,0,-30.03
25732,3587.66,0,0,0,0,31.16
25782,3601.44,0,0,0,0,33.05
25832,3577.39,0,0,0,0,23.19
25882,3610.98,0,0,0,0,-24.18
25932,3587.66,0,0,0,0,40.79
25982,3592.81,0,0,0,0,-38.31
26032,3596.26,0,0,0,0,14.72
26082,3644.31,0,0,0,0,-37.68
26132,3614.46,0,0,0,0,29.86
26182,3663.90,0,-1,0,0,-33.70
26232,3595.40,0,0,0,0,29.54
26283,3644.31,0,0,0,0,-37.68
26333,3629.32,0,0,0,0,25.65
26383,3633.72,0,0,0,0,-27.08
26433,3610.98,0,0,0,0,44.88
26483,3644.31,0,0,0,0,-37.68
26533,3606.64,0,0,0,0,7.82
26583,3633.72,0,0,0,0,-27.08
26633,3606.64,0,0,0,0,18.30
26683,3602.31,0,0,0,0,-15.50
26733,3597.12,0,0,0,0,23.44
26783,3619.69,0,0,0,0,-22.57
26833,3597.12,0,0,0,0,22.57
26883,3605.77,0,0,0,0,-0.87
26933,3573.13,0,0,0,0,17.96
26983,3629.32,0,0,0,0,-39.09
27033,3616.20,0,0,0,0,18.40
27083,3634.60,0,0,0,0,-18.40
27133,3606.64,0,0,0,0,8.69
27183,3644.31,0,0,0,0,-29.86
27233,3576.54,0,0,0,0,25.77
27283,3610.98,0,0,0,0,-27.60
27333,3595.40,0,0,0,0,34.81
27383,3643.43,0,0,0,0,-37.66
27433,3606.64,0,0,0,0,28.85
27483,3643.43,0,0,0,0,-22.86
27533,3639.01,0,0,0,0,24.89
27583,3624.94,0,0,0,0,23.81
